liberate_liberia_desc;вэ╤╫т╪и╙╥Р║╓у╡╫Пк╧║╓бч╡╝╢дпШ╡╪юШ╠хюОяг╧╡╨м╧З╤юа╒║ёуЩтзтквВвеоЮаз╣дхШю╜юШ╟╨╣ьгЬ╣дс╒╧З╟яюШ╠хюОяга╙╟НсКфД╢╢й╪вИж╞цю╧ЗжЁцЯп╜╩А╣╠вВ║╟м╣╣ауъ║╠ё╛╡╩ЁпхофДдэ╧╩ппй╧жВх╗║ёрР╢куЩй╫╤юа╒╣доЮ╧ьЁлпР╠╩хон╙йг╪╠пХ╣д║ё╬║╧э╣ц╣╫акцю╧ЗуЧ╦╝╣деЗв╪ё╛пб╧╡╨м╧З╧З╩А╣дуЩй╫мБ╫╩Ёпхох╢сисздзу╫╤Ьр╩мотымо║ё;;;;;;;;;;x;;;;
liberian_constitution_title;юШ╠хюОягоэ╥╗;;;;;;;;;;x;;;;
liberian_constitution_desc;тЬ╬╜ж╩йгр╩╦Жн╒╡╩вЦ╣ю╣джЁцЯ╣ь╣дюШ╠хюОягрясз╫ЭдЙЁиЁ╓╣цвЦ╧╩вЁ╢Сё╛вЦртв╥гСфДЁин╙втси║╒втжВ║╒╤юа╒╧З╪р╣дюМоК║ёр╩╥щпбоэ╥╗╡щ╟╦ря╬╜в╪╠╦╨ццФ╤т╧╚цЯм╤ф╠║ё╦цоэ╥╗╠ёж╓ак╩Ы╠╬╣д╧╚цЯх╗юШ╡╒╫╗а╒акюЮкфцю╧Зоэ╥╗╣д╥жх╗т╜тРё╛╢З╠МвеуБ╦Ж╦у╦упШ╡╪╤юа╒╣д╧З╪руФуЩ╣ь╢сцю╧ЗуЧ╦╝сКвИж╞об╥жюК║ё;;;;;;;;;;x;;;;
liberian_research_boost;юШ╠хюОягяп╬©╪сЁи;;;;;;;;;;x
desc_liberian_research_boost;нрцгуЩоМйэве╤юа╒╢Ью╢╣д╦ёюШё╛нрцг╣дпб╧З╪рбУоРож╢З╩╞╣дкы╤х╢сн╢хГ╢кж╝©Л║ё;;;;;;;;;;;x
form_scandinavia_NEWS_LONG;╠╠е╥жН╧Зтзр╩фПЁиа╒акк╧©╟╣один╛ягцЯвЕ╧З╪р║ёр╩еЗжВр╙си╫П╥╒╠ляшдпе╝вИЁи╣дх╨жзхГйбохиЙгК╣ьё╛сзпгфзхЩобнГ5й╠лНбЗакк╧╣б╦Г╤Шд╕╣джпяК╧ЦЁ║ё╛кШцгтзожЁ║сппР╣ь╥╒ЁЖтчм╛пбуЧжн╩╥╬Ё╣диЫрТ║ёнуйж║╒вПжьпт╣д╧дуф║╒╣Цм╥тчм╛ё╛╟ИкФвер╧мМ╫╣аыё╛жхпРр╡╨а╡╩кии╒║ёмМ9й╠ё╛х╨жз╫сйэуЧ╦╝╣дяо╦Яр╙гСё╛жП╫╔и╒х╔║ё╬╞╡Л╠╗╦Фк╣р╩цШтз╪рмБ╨╟ЁЖ║╟к╧©╟╣ддин╛ягмРкЙ║╠╣ддпвсря╣ц╣╫нчвОйм╥е║ё;;;;;;;;x
form_scandinavia_NEWS_MEDIUM;╠╠е╥жН╧Зтзр╩фПЁиа╒акк╧©╟╣один╛ягцЯвЕ╧З╪р║ёр╩еЗжВр╙си╫П╥╒╠ляшдпе╝вИЁи╣дх╨жзхГйбохиЙгК╣ьё╛сзпгфзхЩобнГ5й╠лНбЗакк╧╣б╦Г╤Шд╕╣джпяК╧ЦЁ║ё╛кШцгтзожЁ║сппР╣ь╥╒ЁЖтчм╛пбуЧжн╩╥╬Ё╣диЫрТ║ё;;;;;;;;x
form_scandinavia_NEWS_SHORT;╠╠е╥жН╧Зтзр╩фПЁиа╒акк╧©╟╣один╛ягцЯвЕ╧З╪р║ёр╩еЗ╧ЗцЯспюЯц╡╣ьрт╥╒ят╩Р╣Цм╥╠М╢ОкШцг╤тпбуЧжн╩╥╬Ё╣дтчм╛║ё;;;;;;;;x
form_germany_NEWS_LONG;╣брБж╬ма╣ьио╣дхкцЯжусзты╢нме╫Атзакр╩фП║ётзжэр╩╟ьаж╣дгЛ╣Диоё╛╧З╪рмЁр╩╣дпШ╦Ф╨СкФж╝╤Ью╢╣дйг©Яхх╣д╨╟╫п╨муП╤З╣дмРкЙ║ёвт╢сдцффбьй╠╢З╣брБж╬цЯвЕжВрЕпкфПртю╢ё╛пМ╤ЮуЧжн╪р╬м╫╚╣б╧ЗмЁр╩©╢╣ц╡╩©и╠эцБ║ёх╩╤Ьё╛спр╩жж©ж╬ЕуЩтзмБ╫╩╪р╪ДбШясё╛кШцг╨╕ебуБр╩есх╩╢СнО©идэ╣ъ╦╡╢Сб╫╣дйфа╕ф╫╨Б║ёхГ╧ШпбиЗ╣д╣б╧ЗлТу╫д©г╟╣д╟╡х╚лЕжф╣д╩╟ё╛фДхк©зсК╧╓р╣й╣а╕╫╚вЦрттзе╥жчоффПр╩Ё║╥╤н╖г╟кЫн╢сп╣д╢Су╫║ё;;;;;;;;x
form_germany_NEWS_MEDIUM;╣б╧ЗхкцЯме╫Атзакр╩фП║ётзжэр╩╟ьаж╣дгЛ╣Диоё╛╧З╪рмЁр╩╣дпШ╦Ф╨СкФж╝╤Ью╢╣дйг©Яхх╣д╨╟╫п╨муП╤З╣дмРкЙ║ёспр╩жжуЩтзбШяс╣д©ж╬Ехон╙уБр╩есх╩╢СнО©идэ╣ъ╦╡╢Сб╫╣дйфа╕ф╫╨Б╡╒оффПр╩Ё║╥╤н╖г╟кЫн╢сп╣д╢Су╫║ё;;;;;;;;x
form_germany_NEWS_SHORT;╣брБж╬ма╣ьио╣дхкцЯжусзты╢нме╫Атзакр╩фП║ёжэд╘тз╟ьажр╩Ё║╨ю╩╙╣дгЛ╣Диоё╛╧З╪рмЁр╩╣дпШ╦Ф╨СкФж╝╤Ью╢╣дйг©Яхх╣д╨╟╫п╨муП╤З╣дмРкЙ║ё;;;;;;;;x
form_italy_NEWS_LONG;рБ╢СюШмЁр╩ак║ёхкцЯфП╤Ь╩╤╨Тё╛р╩м╛пШ╦Фпб╧З╪р╣дЁиа╒║ётзр╩ф╛╩╤лз╣д©ЯххфЬ╥уобё╛уЧжн╪рсК╦ъ╧ыс╜╨овехкцЯ╣дт╦мШё╛╤тпб╧З╪р╣дмЁр╩Ёфтч╡╩ря║ёспхк╣ёсгрБ╢СюШ©идэ╩АЁ╒йт╤Авъдгп╘╠╩хон╙юМс╕йТсзрБ╢СюШхк╣дма╣ьё╛╬║╧эр╡спсп╫ляЬ╣дхкк╣пб╧З╪р╩╧ц╩спа╕а©мЧп╡фДаз╧З║ё║╟нрцг╫╚╤А╩ьнрцг╣дма╣ьё║рБ╢СюШмРкЙё║║╠р╩цШдпвстзр╩╬М╠╗ж╫иохГ╢кпШят╣ю║ё;;;;;;;;x
form_italy_NEWS_MEDIUM;рБ╢СюШмЁр╩ак║ёхкцЯфП╤Ь╩╤╨Тё╛р╩м╛пШ╦Фпб╧З╪р╣дЁиа╒║ётзр╩ф╛╩╤лз╣д©ЯххфЬ╥уобё╛уЧжн╪рсК╦ъ╧ыс╜╨овехкцЯ╣дт╦мШё╛╤тпб╧З╪р╣дмЁр╩Ёфтч╡╩ря║ёспхк╣ёсгрБ╢СюШ©идэ╩АЁ╒йт╤Авъдгп╘╠╩хон╙юМс╕йТсзрБ╢СюШхк╣дма╣ьё╛╬║╧эр╡спсп╫ляЬ╣дхкк╣пб╧З╪р╩╧ц╩спа╕а©мЧп╡фДаз╧З║ё║╟нрцг╫╚╤А╩ьнрцг╣дма╣ьё║рБ╢СюШмРкЙё║║╠р╩цШдпвстзр╩╬М╠╗ж╫иохГ╢кпШят╣ю║ё;;;;;;;;x
form_italy_NEWS_SHORT;рБ╢СюШжусзмЁр╩ак║ё║╟рБ╢СюШхк╫╚╤А╩ьт╜╠╬йТсзфД╣дма╣ьё║рБ╢СюШмРкЙё║║╠р╩цШ╨Звсю╜тЭ╣ддпвсвРхум╗╧Щр╩╬М╠╗ж╫хГ╢кк╣╣ю║ё;;;;;;;;x
the_meiji_restoration_NEWS_LONG;нВ╥╫с╟оЛ╤тху╠╬╣диЬм╦╟ИкФвевН╫Э╣др╩о╣апйб╪Ч╢О╣╫ак╦ъЁ╠║ёйЩ╟ыдЙ╣д╥Б╫╗жф╤хв╙к╡ж╝╪Дмъ╫Бё╛╩й╣штз╤╚╬╘жьуфх╗а╕║ёжэхЩё╛╫╚╬Э╠╩╦ообл╗╨Сё╛р╩╦Ж╠╩ЁфвВ║╟цВжн║╠╣дт╓й╬веиГ╩А║╒уЧжнсК╬╜╪ц╠Д╦О╣дй╠╢Зю╜©╙акпРд╩║ётз©╙цВ╧эюМж╝обё╛╧БцВ╣дн╢ю╢тзг╟╥╫╣х╢ЩвехуЁЖж╝╧З║ё╬║╧эр╡спхк╠Мй╬╨╕ебпбиЗ╣дху╠╬©идэвНжу╩АлТу╫е╥жчхктзягжч╣дюШрФ║ё;;;;;;;;x
the_meiji_restoration_NEWS_MEDIUM;нВ╥╫с╟оЛ╤тху╠╬╣диЬм╦╟ИкФвевН╫Э╣др╩о╣апйб╪Ч╢О╣╫ак╦ъЁ╠║ёйЩ╟ыдЙ╣д╥Б╫╗жф╤хв╙к╡ж╝╪Дмъ╫Бё╛╩й╣штз╤╚╬╘жьуфх╗а╕ё╛цВжнй╠╢З©╙й╪ак║ёспхк╠Мй╬╨╕ебпбиЗ╣дху╠╬©идэвНжу╩АлТу╫е╥жчхктзягжч╣дюШрФ║ё;;;;;;;;x
the_meiji_restoration_NEWS_SHORT;нВ╥╫с╟оЛ╤тху╠╬╣диЬм╦╟ИкФвевН╫Э╣др╩о╣апйб╪Ч╢О╣╫ак╦ъЁ╠║ёйЩ╟ыдЙ╣д╥Б╫╗жф╤хв╙к╡ж╝╪Дмъ╫Бё╛╩й╣штз╤╚╬╘жьуфх╗а╕ё╛цВжнй╠╢З©╙й╪ак║ё;;;;;;;;x
kiel_canal_NEWS_LONG;илр╣сК╨ё╬ЭюШрФ╣д╫А╨о╢ый╧$TAG0_0$©╪бг╫╗тЛр╩лУа╛╫с╡╗бч╣д╨ёсК╠╠╨ё╣дхк╧╓к╝╣юё╛уБяЫ╢╛ж╩р╡╡╩╠ь╩╥хфху╣бю╪╟К╣╨ё╛╢╘╧Щ╡╗лнпзс©╣д╨ёяСак║ё61с╒юОЁ╓╣дтк╨с╠╩хон╙╨э©Л╩АЁин╙йю╫ГиовН╥╠ц╕╣дхк╧╓к╝╣юж╝р╩║ё;;;;;;;;x
kiel_canal_NEWS_MEDIUM;61с╒юОЁ╓╣д╩Ы╤Штк╨с╠╩хон╙╨э©Л╩АЁин╙йю╫ГиовН╥╠ц╕╣дхк╧╓к╝╣юж╝р╩║ё╦ц╧╓Ёлн╙илр╣лА╧╘акпб╣д╤╞а╕ё╛╡╒ж╓цВр╩╧Зж╝г©й╒©иртм╗╧ЩжфтЛр╣║╒цЁрв╨м╧╓Ёлй╣ожё╛╤Ь╡╩йгу╫уЫсКуВ╥Ч║ё;;;;;;;;x
kiel_canal_NEWS_SHORT;61с╒юОЁ╓╣д╩Ы╤Штк╨с╠╩хон╙╨э©Л╩АЁин╙йю╫ГиовН╥╠ц╕╣дхк╧╓к╝╣юж╝р╩║ё╦ц╧╓Ёлн╙кЫспяь╨ё╧З╪р╣дилр╣лА╧╘акпб╣д╤╞а╕║ё;;;;;;;;x
suez_canal_NEWS_LONG;уБйг$TAG0_0$╣дй╓юШж╝хуё╛спй╥ртю╢╣зр╩╢нсп╢╛Ёи╧╕╣ьм╗╧Щпб©╙╣дтк╨с╢╘╧Щкурай©╣ьо©║ё102с╒юОЁ╓сК26с╒ЁъиН╣дкурай©тк╨сйгр╩╦ЖуФуЩ╣дож╢З╧╓Ёля╖фФ╪ёё╛╠╩хон╙╨э©Л╩АЁин╙йю╫ГиовН╥╠ц╕╣д╨╫╣юж╝р╩ё╛уБ╫╚╢ый╧╨╫тк╥яоб╫╣╡╒спюШсзх╚гРилр╣╣д╥╒у╧║ё║╟м╗пп╥я╫╚сют╤нч╥╗лН╡╧н╛╩╓╥яё╛хф╧Щ╥гжч╣д╨╫оъхц╫╚у╪жВ╣╪╣ьн╩║ё║╠╩ЁриуъуБяЫпШЁф╣юё╛йтм╪кУ╪У╦ц╥╒у╧╣джьр╙пт║ё;;;;;;;;x
suez_canal_NEWS_MEDIUM;уБйг$TAG0_0$╣дй╓юШж╝хуё╛спй╥ртю╢╣зр╩╢нсп╢╛Ёи╧╕╣ьм╗╧Щпб©╙╣д╢╘╧Щкурай©╣ьо©║ё102с╒юОЁ╓сК26с╒ЁъиН╣дкурай©тк╨сйгр╩╦ЖуФуЩ╣дож╢З╧╓Ёля╖фФ╪ёё╛╠╩хон╙╨э©Л╩АЁин╙йю╫ГиовН╥╠ц╕╣д╨╫╣юж╝р╩║ё;;;;;;;;x
suez_canal_NEWS_SHORT;уБйг$TAG0_0$╣дй╓юШж╝хуё╛спй╥ртю╢╣зр╩╢нсп╢╛Ёи╧╕╣ьм╗╧Щпб©╙╣дЁ╓102с╒юО║╒иН26с╒Ёъ╣дтк╨с╢╘╧Щкурай©╣ьо©║ё;;;;;;;;x
panama_canal_NEWS_LONG;╨А╧А╟мдцбМ╣ьо©╣дтк╨с╣д©╙м╗н╙$TAG0_0$╢Ью╢аквт╨ю╣др╩ху║ё╦цтк╨сЁ╓48с╒юОё╛йбй╣иойгр╩╦Ж╦ъсз╨ёф╫цФ85с╒Ёъ╣д╢Ьу╒к╝╣юё╛тзфДа╫╤кспр╩п╘вН╢Мвш╦╢тс╣д╢╛у╒║ётк╨с╠╩╫╗тЛтзх╚йю╫ГвН╡╩юШсзхкюЮ╫║©╣╣д╣ьгЬж╝р╩ё╛кЫрткЭ╡╩╫Жйгож╢З╧╓Ёля╖╦Эйгож╢Зр╫я╖╣дюОЁл╠╝║ё╟мдцбМтк╨с╠╩хон╙╫╚╨э©ЛЁин╙╧З╪й╨ёяСцЁрв╣др╩╦ЖйЮе╕ё╛в╗╪р╩╧ЁфкЭ╫╚╩Атзу╫й╠н╙фД©ьжфуълА╧╘╨э╢С╣ду╫бтсейф║ё;;;;;;;;x
panama_canal_NEWS_MEDIUM;╨А╧А╟мдцбМ╣ьо©╣дтк╨с╣д©╙м╗н╙$TAG0_0$╢Ью╢аквт╨ю╣др╩ху║ё╦цтк╨сЁ╓48с╒юОё╛йбй╣иойгр╩╦Ж╦ъсз╨ёф╫цФ85с╒Ёъ╣д╢Ьу╒к╝╣ю║ё╠╩╫╗тЛтзх╚йю╫ГвН╡╩юШсзхкюЮ╫║©╣╣д╣ьгЬж╝р╩╣д╟мдцбМтк╨сйгож╢З╧╓Ёля╖рт╪╟р╫я╖╣дюОЁл╠╝║ё;;;;;;;;x
panama_canal_NEWS_SHORT;╨А╧А╟мдцбМ╣ьо©╣дтк╨с╣д©╙м╗н╙$TAG0_0$╢Ью╢аквт╨ю╣др╩ху║ё╦цтк╨сЁ╓48с╒юОё╛йбй╣иойгр╩╦Ж╦ъсз╨ёф╫цФ85с╒Ёъ╣д╢Ьу╒к╝╣юё╛тзфДа╫╤кспр╩п╘вН╢Мвш╦╢тс╣д╢╛у╒║ё;;;;;;;;x
empress_of_india_NEWS_LONG;╣бюО╣д║╟╣ш╧З╤е╤Ш╟м║╠╫АйЬ╨Сё╛тзлью╜╥╗╪с╧ЦЁ║╣д╪мдНжЫ╫еобр╩╥щ╩й╪р╧╚╦Ф╠╩юй╤аё╛пШ╡╪н╛╤ЮюШяге╝мУ╠╩╧зрт║╟с║╤хе╝╩й║╠╣дм╥он║ёвт╢сд╙нт╤Ы╩й╣ш╠╩с╒╧З╤╚с║╤х╧╚к╬╥оВМртю╢с║╤х╬мц╩спр╩н╩мЁжнуъ╩Я╣ц╧Щ╩й╣ш╣д╧П╧з║ё╧╚к╬╣дх╗а╕╠╩╫БЁЩ╨Сё╛спжж╧ш╣Цйэ╣╫фу╠И╢╚╡╔ё╛хон╙е╝мУоЮ╤тсзс║╤хмУ╧╚╣дсет╫птс╕╦црт╩й╣шм╥он╣дпнй╫╣ц╣╫х╥хо║ёйвоЮ╠╬╫эцВ║╓╣ок╧ювюШ╬щпейгуБ╦ЖжВрБ╣диХ╪фуъ║ё;;;;;;;;x
empress_of_india_NEWS_MEDIUM;╣бюО╣д║╟╣ш╧З╤е╤Ш╟м║╠╫АйЬ╨Сё╛тзлью╜╥╗╪с╧ЦЁ║╣д╪мдНжЫ╫еобр╩╥щ╩й╪р╧╚╦Ф╠╩юй╤аё╛пШ╡╪н╛╤ЮюШяге╝мУ╠╩╧зрт║╟с║╤хе╝╩й║╠╣дм╥он║ё╩й╣шм╥онх╥хоаке╝мУоЮ╤тсзпМ╤Юс║╤хмУ╧╚╣дсет╫пт║ё;;;;;;;;x
empress_of_india_NEWS_SHORT;╣бюО╣дуЩй╫╣д║╟╣ш╧З╤е╤Ш╟м║╠╫АйЬ╨Сё╛тзлью╜╥╗╪с╧ЦЁ║╣д╪мдНжЫ╫еобр╩╥щ╩й╪р╧╚╦Ф╠╩юй╤аё╛пШ╡╪н╛╤ЮюШяге╝мУ╠╩╧зрт║╟с║╤хе╝╩й║╠╣дм╥он║ё;;;;;;;;x
COUNTRYALERT_ColonialGood_invest;╖Gнрцг©иртм╤вйнрцг╣д╖!╖Y$REGION$жЁцЯ╣ь╖!;;;;;;;;;;x
aar_fake1_title;цицФ╣дуЩрЕй╧уъ;;;;;;;;x
aar_fake1;вН╫Этзнрцг╣дйв╤╪ЁЖожакр╩п╘к╫вт╢Р╩В╥╦вО╣д╩Н╤╞ё╛й╪вВы╦уъйгр╩╦ЖиМ╢╘ц╗в╟╡╒втЁф║╟ц╗хк║╠╣д╪р╩Оё╛кШкд╢╕╠╪въ╤т╦╤╥╦вОуъ║ё;;;;;;;;x
aar_fake2_title;╦ък╧х╔йю;;;;;;;;x
aar_fake2;вРху╣б╧ЗжЬцШйЩя╖╪р©╗╤Ш║╓╦╔юО╣бюОоё║╓╦ък╧х╔йю║ёйЩя╖╪рцг╫╚сют╤цЗ╪гкШ║ёкШЁфйЩя╖йг║╟©фя╖╣де╝мУ║╠║ё;;;;;;;;x
aar_fake3_title;тПхнуЧ╦╝ё║;;;;;;;;x
aar_fake3;1848дЙё╛с╒йТ╠╠цю╣д╣зр╩╫ЛтПхнуЧ╦╝тзпбк╧©фиА╫╗а╒ё╛╡╒сиу╡д╥к╧║╓сНдАяг©кё╗James Uniackeё╘╨мт╪и╙╥Р║╓╨н╟бё╗Joseph Howeё╘аЛ╣╪║ё;;;;;;;;x
