BUDGET_TOTAL_FUNDS;×Ü×Ê²ú;;;;;;;;;;X
BUDGET_TOTAL_DEBT;×ÜÕ®Îñ;;;;;;;;;;X
BUDGET_TAKE_LOAN;ÉêÇë´û¿î;;;;;;;;;;X
BUDGET_REPAY_LOAN;³¥»¹´û¿î;;;;;;;;;;X
BUDGET_DAILY_INCOME;Ã¿ÈÕÊÕÈë;;;;;;;;;;X
BUDGET_DAILY_EXPENSES;Ã¿ÈÕÖ§³ö;;;;;;;;;;X
BUDGET_MILITARY_COST;¾üÊÂ·ÑÓÃ;;;;;;;;;;X
BUDGET_NATIONAL_STOCKPILE;²Ö´¢¿ªÖ§;;;;;;;;;;X
BUDGET_INDUSTRIAL_SUBSIDIES;¹¤Òµ²¹Ìù;;;;;;;;;;X
BUDGET_TARIFFS;¹ØË°;;;;;;;;;;X
BUDGET_DAILY_BALANCE;Ã¿ÈÕ×ÜÌåÊÕÖ§;;;;;;;;;;X
BUDGET_GOLD_DESC;;;;;;;;;;;X
BUDGET_MIL_COST_DESC;;;;;;;;;;;X
BUDGET_NAT_STOCK_DESC;;;;;;;;;;;X
BUDGET_IND_SUP_DESC;;;;;;;;;;;X
BUDGET_EDUCATION_DESC;;;;;;;;;;;X
BUDGET_ADMIN_DESC;;;;;;;;;;;X
BUDGET_SOCIAL_SPEND_DESC;;;;;;;;;;;X
BUDGET_MIL_SPEND_DESC;;;;;;;;;;;X
BUDGET_TARIFF_DESC;;;;;;;;;;;X
BUDGET_TOTAL_FUNDS_DESC;;;;;;;;;;;X
BUDGET_BALANCE_DESC;;;;;;;;;;;X
BUDGET_DEBT_DESC;;;;;;;;;;;X
BUDGET_NATIONAL_BANK_DESC;;;;;;;;;;;X
BUDGET_INTEREST_DESC;;;;;;;;;;;X
BUDGET_CLOSE_WINDOW;¹Ø±Õ²ÆÕþ´°¿Ú;;;;;;;;;;X
BUDGET_TOTAL_EXPENSE;×ÜÖ§³ö£º§Y$VAL$§W;;;;;;;;;;X
BUDGET_SLIDER_ADMINISTRATION;ÐÐÕþ¿ªÖ§£º§Y$VAL$§W;;;;;;;;;;X
BUDGET_EXPENSE_SLIDER_EDUCATION;½ÌÓý¿ªÖ§£º§Y$VAL$§W;;;;;;;;;;X
BUDGET_SLIDER_SOCIAL_SPENDING;Éç»á¿ªÖ§£º§Y$VAL$§W;;;;;;;;;;X
BUDGET_SLIDER_MILITARY_SPENDING;¾üÊÂ¿ªÖ§£º§Y$VAL$§W;;;;;;;;;;X
BUDGET_INTEREST;Ö§¸¶ÀûÏ¢£º§Y$VAL$§W;;;;;;;;;;X
REMOVE_BUDGET_IMPORTS;½ø¿ÚÏûºÄ£º§Y$VAL$§W;;;;;;;;;;X
BUDGET_SUPPLYCOSTS;²¹¸øÏûºÄ£º§Y$VAL$§W;;;;;;;;;;X
BUDGET_TAX;§Y$VAL$§W;;;;;;;;;;X
BUDGET_BASE_TAX;»ù±¾Õ÷Ë°Ð§ÂÊ£º§Y$VAL$§W%;;;;;;;;;;X
BUDGET_TECH_TAX;À´×Ô¿Æ¼¼£º§Y$VAL$%§W;;;;;;;;;;X
BUDGET_STRATA_NEED;§Y$VAL$§W%ÄÜ¹»»ñµÃ$TYPE$;;;;;;;;;;X
BUDGET_STRATA_NO_NEED;§Y$VAL$§W%ÎÞ·¨»ñµÃÈÎºÎÎï×Ê;;;;;;;;;;X
BUDGET_TOTAL_INCOME;×ÜÊÕÈë£º§Y$VAL$§W;;;;;;;;;;X
TAXES_POOR;Æ¶À§½×²ãË°ÊÕ£º§Y$VAL$§W;;;;;;;;;;X
TAXES_MIDDLE;ÖÐ²ú½×²ãË°ÊÕ£º§Y$VAL$§W;;;;;;;;;;X
TAXES_RICH;¸»Ô£½×²ãË°ÊÕ£º§Y$VAL$§W;;;;;;;;;;X
TARIFFS_INCOME;¹ØË°£º§Y$VAL$§W;;;;;;;;;;X
REMOVE_BUDGET_EXPORTS;³ö¿Ú£º§Y$VAL$§W;;;;;;;;;;X
BUDGET_GOLD;»Æ½ð£º§Y$VAL$§W;;;;;;;;;;X
BUDGET_ADMIN_EFFICIENCY;ÐÐÕþÐ§ÂÊ£º§Y$PERC$%§W;;;;;;;;;;X
BUDGET_ADMIN_EFFICIENCY_DESC;ÎÒÃÇ¹úÃñÖÐÓÐ§Y$PERC$%§WµÄÈËÊÇ§Y¹ÙÁÅ§W\nÎªÁË´ïµ½×î¸ßµÄÐÐÕþÐ§ÂÊ£¬ÎÒÃÇÐèÒªÖÁÉÙ§Y$MAX$%§WÃû¹ÙÁÅ§W\n;;;;;;;;;;X
ADM_EXPLAIN_DESC;ÕâÒ»ËùÐè°Ù·Ö±È»ùÓÚÒÔÏÂ¸÷Ïî\n;;;;;;;;;;X
SHADOWY_INVESTOR;Ë½ÈËÍ¶×ÊÕß;;;;;;;;;;X
GUNBOAT_ALERT;$COUNTRY$ÓÃËûÃÇµÄº£¾üÁ¦Á¿ÆÈÊ¹ÎÒÃÇÃ¿Ìì³¥»¹Õ®Îñ$VALUE$¤ ;;;;;;;;;;X
BUDGET_COUNTRY;¹ú¼Ò;;;;;;;;;;X
BUDGET_AMOUNT;×Ü¶î;;;;;;;;;;X
BUDGET_LOANS_TAKEN;½è¿î;;;;;;;;;;X
BUDGET_LOANS_GIVEN;·Å´û;;;;;;;;;;X
DIPLOMATIC_BALANCE_DESC;Íâ½»ÊÕÖ§;;;;;;;;;;X
BUDGET_LOAN_CANT_REPAY;ÎÒÃÇÒÑ¾­Ã»ÓÐ×Ê½ð³¥»¹Õ®Îñ;;;;;;;;;;X
BUDGET_CANT_LOAN;Ã»ÓÐ¿ÉÓÃ×Ê½ð½è´û¸øÄã;;;;;;;;;;X
#;;;;;;;;;;;X
WORLD_YEAR;¹«Ôª$YEAR$ÄêµÄÊÀ½ç;;;;;;;;;;X
FE_PLAYABLE_COUNTRIES;¿ÉÍæ¹ú¼Ò;;;;;;;;;;X
FE_COUNTRY;¹ú¼Ò;;;;;;;;;;X
FE_WARS;Õ½Õù£º;;;;;;;;;;X
FE_POP;ÈËÈº;;;;;;;;;;X
FE_IDEOLOGY;ÒâÊ¶ÐÎÌ¬;;;;;;;;;;X
FE_INDUSTRY;¹¤Òµ£º;;;;;;;;;;X
FE_PRESTIGE;ÍþÍû£º;;;;;;;;;;X
FE_RANK;ÅÅÃû;;;;;;;;;;X
FE_SCORE;·ÖÊý;;;;;;;;;;X
######################################################################;;;;;;;;;;;X
# Savegame transfers;;;;;;;;;;;X
######################################################################;;;;;;;;;;;X
SAVE_PROG;´æµµ´¦Àí½ø¶È£º$VALUE$%;;;;;;;;;;X
TRANSERING_SAVE;¿ªÊ¼´«Êä´æµµ¡­¡­;;;;;;;;;;X
LOADING_LOCAL_SAVE;¶ÁÈ¡±¾µØ´æµµ¡­¡­;;;;;;;;;;X
PLR_DISC;Íæ¼Ò§Y$NAME$§WÀë¿ªÁËÓÎÏ·¡£;;;;;;;;;;X
PLR_CONNECT;Íæ¼Ò§Y$NAME$§W¼ÓÈëÁËÓÎÏ·¡£;;;;;;;;;;X
REVERT_SAVE_CAL;·µ»ØÄ¬ÈÏ¾ç±¾¡­¡­;;;;;;;;;;X
SAVE_TRANSFER_DONE;ÓÎÏ·´æµµ½âÎöÍê±Ï¡­¡­;;;;;;;;;;X
######################################################################;;;;;;;;;;;X
# Loading texts;;;;;;;;;;;X
######################################################################;;;;;;;;;;;X
LOADING_MAP_SPRITES;¶ÁÈ¡µØÍ¼¡­¡­;;;;;;;;;;X
LOADING_GUI_DEF;¶ÁÈ¡Í¼ÐÎ½çÃæ¡­¡­;;;;;;;;;;X
LOADING_DATABASES;¶ÁÈ¡Êý¾Ý¿â¡­¡­;;;;;;;;;;X
LOADING_DATABASES2;¶ÁÈ¡Êý¾Ý¿âII¡­¡­;;;;;;;;;;X
INIT_MAP_LOGIC;³õÊ¼»¯µØÍ¼¡­¡­;;;;;;;;;;X
CREATING_CHKSUM;´´½¨Ð£Ñéµã¡­¡­;;;;;;;;;;X
LOADING_HISTORY;¶ÁÈ¡ÀúÊ·ÎÄ¼þ¡­¡­;;;;;;;;;;X
LOADING_SOUNDS;¶ÁÈ¡ÉùÒô¡­¡­;;;;;;;;;;X
PROC_FLAGS;´¦Àí±äÁ¿¡­¡­;;;;;;;;;;X
LOAD_FLAGS;¶ÁÈ¡±äÁ¿¡­¡­;;;;;;;;;;X
LOAD_GFX;¶ÁÈ¡Í¼Ïñ¡­¡­;;;;;;;;;;X
CREATING_THE_WORLD;´´½¨ÊÀ½ç¡­¡­;;;;;;;;;;X
CREATING_TREES;´´½¨Ê÷Ä¾¡­¡­;;;;;;;;;;X
CREATING_BORDERS;´´½¨±ß½ç¡­¡­;;;;;;;;;;X
CREATING_RIVERS;´´½¨ºÓÁ÷¡­¡­;;;;;;;;;;X
MAP_PROPERLY_INIT;µØÍ¼ÍêÈ«³õÊ¼»¯¡­¡­;;;;;;;;;;X
CREATING_PROVINCE;´´½¨Ê¡·Ý#;;;;;;;;;;X
CREATING_TEXTS;´´½¨ÎÄ±¾¡­¡­;;;;;;;;;;X
LOAD_EVENTS;¶ÁÈ¡ÊÂ¼þ¡­¡­;;;;;;;;;;X
ADAPTING_HISTORY;µ÷½ÚÀúÊ·¡­¡­;;;;;;;;;;X
CALC_PATHS;¼ÆËãÂ·¾¶¡­¡­Õâ¿ÉÄÜÐèÒª¼¸·ÖÖÓ;;;;;;;;;;X
FE_TOGGLE;¿ìËÙ¿ªÊ¼;;;;;;;;;;X
FE_TOGGLE_NORMAL;×Ô¶¨Òå¿ªÊ¼;;;;;;;;;;X
######################################################################;;;;;;;;;;;X
######################################################################;;;;;;;;;;;X
# Settings ;;;;;;;;;;;X
FE_SETTING_DIPLOMACY;Íâ½»;;;;;;;;;;X
FE_SETTING_PRODUCTION;Éú²ú;;;;;;;;;;X
FE_SETTING_POLITICS;ÕþÖÎ;;;;;;;;;;X
FE_SETTING_INTEL;Çé±¨;;;;;;;;;;X
FE_SETTING_TECHNOLOGY;¿Æ¼¼;;;;;;;;;;X
FE_SETTING_UNITINTERFACE;¾ü¶Ó;;;;;;;;;;X
DIFF_VERY_EASY;·Ç³£¼òµ¥;;;;;;;;;;X
DIFF_EASY;¼òµ¥;;;;;;;;;;X
DIFF_NORMAL;Õý³£;;;;;;;;;;X
DIFF_HARD;À§ÄÑ;;;;;;;;;;X
DIFF_VERY_HARD;·Ç³£À§ÄÑ;;;;;;;;;;X
######################################################################;;;;;;;;;;;X
######################################################################;;;;;;;;;;;X
# Misc ;;;;;;;;;;;X
CORE_PAUSED;ÔÝÍ£;;;;;;;;;;X
SM_SETTINGS;ÉèÖÃ;;;;;;;;;;X
SM_GAME;ÓÎÏ·;;;;;;;;;;X
SM_VIDEO;ÊÓÆµ;;;;;;;;;;X
SM_AUDIO;ÒôÆµ;;;;;;;;;;X
SM_CONTROLS;¿ØÖÆ;;;;;;;;;;X
SM_MASTER_VOLUME;Ö÷ÒôÁ¿;;;;;;;;;;X
SM_EFFECT_VOLUME;Ð§¹ûÒôÁ¿;;;;;;;;;;X
SM_MUSIC_VOLUME;ÒôÀÖÒôÁ¿;;;;;;;;;;X
SM_SCROLL_SPEED;¹öÆÁËÙ¶È;;;;;;;;;;X
SM_ZOOM_SPEED;Ëõ·ÅËÙ¶È;;;;;;;;;;X
SM_MOUSE_SPEED;Êó±êËÙ¶È;;;;;;;;;;X
SM_RESOLUTION;·Ö±æÂÊ;;;;;;;;;;X
SM_REFRESH_RATE;Ë¢ÐÂÂÊ;;;;;;;;;;X
SM_GAMMA;ÁÁ¶È;;;;;;;;;;X
SM_SHADOWS;ÒõÓ°;;;;;;;;;;X
SM_TREES;Ê÷Ä¾;;;;;;;;;;X
SM_DIFFICULTY;À§ÄÑ¶È;;;;;;;;;;X
SM_AUTOSAVE_INTERVAL;×Ô¶¯´¢´æ¼ä¸ô;;;;;;;;;;X
SM_APPLY;Ó¦ÓÃ;;;;;;;;;;X
SM_BACK;·µ»Ø;;;;;;;;;;X
SM_ALERT;¾¯±¨;;;;;;;;;;X
SM_RESTART;ÄãÐèÒªÖØÆôÓÎÏ·ÒÔÊµÏÖ¸ü¸ÄºóµÄÐ§¹û¡£;;;;;;;;;;X
SM_WP;ÉèÖÃÎÄ¼þÐ´Èë´íÎó£¬È·ÈÏÎÄ¼þÃ»ÓÐÐ´±£»¤ºóÖØÊÔ;;;;;;;;;;X
FE_HOST;Ö÷»ú;;;;;;;;;;X
FE_JOIN_LAN_GAME;¼ÓÈë¾ÖÓòÍøÓÎÏ·;;;;;;;;;;X
FE_JOIN_INTERNET_GAME;¼ÓÈë»¥ÁªÍøÓÎÏ·;;;;;;;;;;X
FE_SCAN;ËÑË÷;;;;;;;;;;X
FE_METASERVER;ÔªÊý¾Ý·þÎñÆ÷;;;;;;;;;;X
FE_BACK;·µ»Ø;;;;;;;;;;X
FE_PLAYER;Íæ¼Ò;;;;;;;;;;X
FE_PLAYER_NAME;Íæ¼ÒÃû£º;;;;;;;;;;X
FE_SINGLE_PLAYER;µ¥ÈËÓÎÏ·;;;;;;;;;;X
FE_MULTI_PLAYER;¶àÈËÓÎÏ·;;;;;;;;;;X
FE_OPTIONS;Ñ¡Ïî;;;;;;;;;;X
FE_CREDITS;ÖÆ×÷Ãûµ¥;;;;;;;;;;X
FE_EXIT;ÍË³ö;;;;;;;;;;X
FE_NATION_TO_PLAY;Ñ¡ÔñÄãÏëÒªÊ¹ÓÃµÄ¹ú¼Ò¡­¡­;;;;;;;;;;X
FE_NEW_GAME;¿ªÊ¼ÐÂÓÎÏ·;;;;;;;;;;X
FE_SAVE_GAME;´¢´æÓÎÏ·;;;;;;;;;;X
FE_HISTORICAL_START;Ê·Êµ¿ª¾Ö;;;;;;;;;;X
FE_SAVED_GAMES;´Ó´æµµ¿ªÊ¼;;;;;;;;;;X
FE_SELECT_NATION;µã»÷µØÍ¼ÒÔÑ¡Ôñ¹ú¼Ò¡­¡­;;;;;;;;;;X
FE_NO_COUNTRY_SELECTED;ÉÐÎ´Ñ¡Ôñ¹ú¼Ò;;;;;;;;;;X
FE_MILITARY;¾üÊÂ£º;;;;;;;;;;X
FE_ECONOMY;¾­¼Ã;;;;;;;;;;X
FE_DIPLOMACY;Íâ½»;;;;;;;;;;X
FE_DIFFICULTY;ÄÑ¶È£º;;;;;;;;;;X
FE_AT_WAR;Õ½Õù×´Ì¬£º;;;;;;;;;;X
FE_ALLIES;Í¬ÃË£º;;;;;;;;;;X
FE_LOAD;¶ÁÈ¡;;;;;;;;;;X
FE_BOOKEDMARKED;Õ½ÒÛÊ±¼ä£º;;;;;;;;;;X
FE_STARTING_DATE;¿ªÊ¼Ê±¼ä;;;;;;;;;;X
FE_BOOKMARK_TITLE;Õ½ÒÛÃû³Æ;;;;;;;;;;X
FE_BOOKMARK_DATE;Õ½ÒÛÊ±¼ä;;;;;;;;;;X
FE_LOCAL_GAMES;±¾µØÓÎÏ·;;;;;;;;;;X
FE_MY_GAME;ÎÒµÄÓÎÏ·;;;;;;;;;;X
FE_CANCEL;È¡Ïû;;;;;;;;;;X
PLAYER_LOST_TITLE;Íæ¼ÒÒÑ¾­¶Ï¿ªÁ¬½Ó¡£;;;;;;;;;;X
PLAYER_LOST_DESC;Íæ¼Ò$playername$ÒÑ¾­¶Ï¿ªÁ¬½Ó¡£ÇëÑ¡ÔñÄãµÄÐÐ¶¯¡£;;;;;;;;;;X
SERVER_LOST_TITLE;¶ªÊ§·þÎñÆ÷£¡;;;;;;;;;;X
REMOVE_SERVER_LOST_DESC;·þÎñÆ÷ÒÑ¾­¶ªÊ§¡£ÓÎÏ·¼´½«½áÊø¡£;;;;;;;;;;X
OK;ºÃµÄ;;;;;;;;;;X
CANCEL;È¡Ïû;;;;;;;;;;X
SAVE;´¢´æ;;;;;;;;;;X
QUIT;ÍË³ö;;;;;;;;;;X
START;¿ªÊ¼;;;;;;;;;;X
CONTINUE;¼ÌÐø;;;;;;;;;;X
CONNECTED;ÒÑ¾­Á¬½Ó¡£;;;;;;;;;;X
NAME_TAKEN;ÄãµÄÃû×ÖÒÑ±»Ê¹ÓÃ¡£ÇëÀë¿ª²¢Ñ¡ÔñÁíÍâµÄÃû×Ö¡£;;;;;;;;;;X
CONNECTING;Á¬½ÓÖÐ¡­¡­;;;;;;;;;;X
BANNED;ÄãÒÑ¾­±»´ËÓÎÏ··â½û;;;;;;;;;;X
CONNECTION_FAILED;Á¬½ÓÊ§°Ü£¡;;;;;;;;;;X
GAME_NOT_FOUND;Ã»ÓÐÕÒµ½ÓÎÏ·¡£;;;;;;;;;;X
WAITING_FOR_PLAYERS;µÈ´ýÍæ¼Ò¡­¡­;;;;;;;;;;X
ALL_PLAYERS_HERE;ËùÓÐÍæ¼Ò¾ÍÎ»¡£;;;;;;;;;;X
LOOKING_FOR_HOST;ËÑÑ°Ö÷»ú¡­¡­;;;;;;;;;;X
LOST_PLAYER;Ò»¸öÍæ¼ÒÒÑ¾­¶ªÊ§¡­¡­;;;;;;;;;;X
SERVER_LOST;·þÎñÆ÷ÒÑ¾­¶ªÊ§¡£;;;;;;;;;;X
JOIN_IP_TITLE;ÊäÈëIPµØÖ·¡­¡­;;;;;;;;;;X
HOST_TITLE;ÊäÈëÄãµÄÓÎÏ·Ãû³Æ¡­¡­;;;;;;;;;;X
HOST_BUTTON;Ö÷»ú;;;;;;;;;;X
JOIN_BUTTON;¼ÓÈë;;;;;;;;;;X
LOG_SETTING_LOG;ÔÚÈÕÖ¾ÖÐÏÔÊ¾¡£;;;;;;;;;;X
LOG_SETTING_POPUP;´ò¿ªµ¯³ö´°¿Ú¡£;;;;;;;;;;X
LOG_SETTING_MAP;ÔÚµØÍ¼ÉÏÏÔÊ¾¡£;;;;;;;;;;X
LOG_SETTING_IDLE;ÏÔÊ¾ÎªÏÐÖÃÐÅÏ¢¡£;;;;;;;;;;X
QUIT_TITLE;ÍË³öÓÎÏ·;;;;;;;;;;X
QUIT_DESC;ÄãÈ·¶¨ÒªÍË³öÓÎÏ·²¢·µ»Ø×ÀÃæÂð£¿;;;;;;;;;;X
ZOOM_IN;·Å´ó;;;;;;;;;;X
ZOOM_OUT;ËõÐ¡;;;;;;;;;;X
RESIGN_TITLE;·ÅÆúÓÎÏ·;;;;;;;;;;X
RESIGN_DESC;ÄãÈ·¶¨Òª·ÅÆúÓÎÏ·²¢·µ»ØÖ÷²Ëµ¥Âð£¿;;;;;;;;;;X
SCAN;ËÑË÷;;;;;;;;;;X
STOP_SCAN;Í£Ö¹ËÑË÷;;;;;;;;;;X
TIP_KICK;Ìß³öÍæ¼Ò;;;;;;;;;;X
TIP_BAN;ÔÚ±¾´ÎÍ¨Ñ¶ÖÐ·â½ûÍæ¼Ò;;;;;;;;;;X
PLAYER_KICKED;$NAME$±»Ö÷»úÌß³ý¡£;;;;;;;;;;X
PLAYER_BANNED;$NAME$±»Ö÷»ú·â½û¡£;;;;;;;;;;X
YOUKICKED;ÓÉÓÚÄãµÄ²»µ±ÐÐÎª£¬ÄãÒÑ¾­±»Ö÷»úÌß³ý£¡;;;;;;;;;;X
BAD_VERSION;Ö÷»úÓÎÏ·ÎªÁíÒ»¸ö°æ±¾£¡;;;;;;;;;;X
JOINED_CHANNEL;¼ÓÈëÆµµÀ$CHAN$¡£;;;;;;;;;;X
USER_JOINED_CHANNEL;$NAME$¼ÓÈëÁËÆµµÀ¡£;;;;;;;;;;X
USER_LEFT_CHANNEL;$NAME$Àë¿ªÁËÆµµÀ¡£;;;;;;;;;;X
METASERVER_GAME_INFO;´´½¨Õß£º$CREATOR$\nÈÕÆÚ£º$DATE$;;;;;;;;;;X
MENU_BAR_SAVE_GAME;´¢´æÓÎÏ·;;;;;;;;;;X
MENU_BAR_GAME_OPTIONS;ÓÎÏ·Ñ¡Ïî;;;;;;;;;;X
MENU_BAR_GAME_RESIGN;·ÅÆú;;;;;;;;;;X
MENU_BAR_MESSAGE_SETTINGS;ÐÅÏ¢ÉèÖÃ;;;;;;;;;;X
MENU_BAR_QUIT;ÍË³ö;;;;;;;;;;X
MENU_BAR_CLOSE;¹Ø±Õ;;;;;;;;;;X
MENU_BAR_SAVE;±£´æ;;;;;;;;;;X
MENU_BAR_SAVE_GAME_FILENAME;ÓÎÏ·´æµµÎÄ¼þÃû£º;;;;;;;;;;X
CHAT_ALLIES;ÃË¹ú;;;;;;;;;;X
CHAT_FOES;µÐ¹ú;;;;;;;;;;X
CHAT_ALL;ËùÓÐ;;;;;;;;;;X
CHATMESSAGE_SETUP;µ±ÄãÊÕµ½Ò»ÌõÁÄÌìÐÅÏ¢;;;;;;;;;;X
CHATMESSAGE_HEADER;ÁÄÌìÐÅÏ¢;;;;;;;;;;X
CHATMESSAGE_1;Í¨Ñ¶½ÓÈë£¬;;;;;;;;;;X
CHATMESSAGE_2;$TEXT$;;;;;;;;;;X
CHATMESSAGE_3;*;;;;;;;;;;X
CHATMESSAGE_4;*;;;;;;;;;;X
CHATMESSAGE_5;*;;;;;;;;;;X
CHATMESSAGE_6;*;;;;;;;;;;X
CHATMESSAGE_LOG;$TEXT$;;;;;;;;;;X
CHATMESSAGE_BTN1;ºÃµÄ;;;;;;;;;;X
CHATMESSAGE_BTN2;ºÃµÄ;;;;;;;;;;X
CHATMESSAGE_BTN3;²é¿´;;;;;;;;;;X
CHATMESSAGE_MAP;*;;;;;;;;;;X
######################################################################;;;;;;;;;;;X
######################################################################;;;;;;;;;;;X
# Meta Server;;;;;;;;;;;X
MS_USERNAME;ÓÃ»§Ãû£º;;;;;;;;;;X
MS_PASSWORD;ÃÜÂë£º;;;;;;;;;;X
MS_CREATE_GAME;´´½¨ÓÎÏ·;;;;;;;;;;X
MS_NAME;Ãû³Æ£º;;;;;;;;;;X
MS_USE_PASSWORD;ÃÜÂë±£»¤;;;;;;;;;;X
MS_JOIN_GAME;¼ÓÈëÓÎÏ·;;;;;;;;;;X
MS_PASSWD;ÃÜÂë;;;;;;;;;;X
MS_ALERT;¾¯±¨;;;;;;;;;;X
MS_CONNECTION_FAILED;Á¬½ÓÊ§°Ü£¡;;;;;;;;;;X
MS_CHANNELS;ÆµµÀ;;;;;;;;;;X
MS_METASERVER_LOGIN;ÔªÊý¾Ý·þÎñÆ÷µÇÂ¼;;;;;;;;;;X
MS_JOINGAME;¼ÓÈëÓÎÏ·;;;;;;;;;;X
MS_REFRESH;Ë¢ÐÂ;;;;;;;;;;X
MS_START;¿ªÊ¼;;;;;;;;;;X
MS_BACK;·µ»Ø;;;;;;;;;;X
MS_JOIN;¼ÓÈë;;;;;;;;;;X
MS_JOIN_CHANNEL;¼ÓÈëÆµµÀ;;;;;;;;;;X
MS_LOGIN;µÇÂ½;;;;;;;;;;X
MS_CREATE;´´½¨;;;;;;;;;;X
MS_GAMES;ÓÎÏ·ÁÐ±í;;;;;;;;;;X
MS_INFORMATION;ÐÅÏ¢;;;;;;;;;;X
MS_CHAT;ÁÄÌì;;;;;;;;;;X
MS_CHANNEL_PLAYER;#ÆµµÀÃû³Æ/Íæ¼ÒÁÐ±í;;;;;;;;;;X
